CustomerID,Nationality,Occupation,PEP_Status,RiskRating,IncomeSource,AnnualIncome,AccountOpeningMethod,IdentificationUsed,AccountNumber
30002257,Indian,ENGINEER,No,Low,Business,1668000.0,SWIFT,NRN ID,00175140411
30002258,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,2820000.0,MAIL,NRN ID,00297372542
30002259,Indian,FARMER,No,Low,Investment,1976000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00131693132
30002260,Other,GOVT. JUDGE,Yes,High,Remittance,1788000.0,SOCIAL MEDIA,ADHAR CARD,00222600311
30002261,Other,ANY ATTORNEY/ LAWYER,No,Medium,Salary,4396000.0,ONLINE ACCOUNT,ADHAR CARD,00352435551
30002262,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Other,3927000.0,SWIFT,PASSPORT,00525107481
30002263,Indian,GAMING -CASINOS,No,High,Other,4255000.0,WALKIN CUSTOMER,CITIZENSHIP,00536991791
30002264,Other,GOVT. LEGISLATOR,Yes,High,Salary,3551000.0,SOCIAL MEDIA,PASSPORT,00182476061
30002265,Other,ANY ACCOUNTANT,No,High,Salary,6060000.0,OFFLINE,PASSPORT,00143002202
30002266,Other,FARMER,No,Low,Business,5165000.0,OFFLINE,PASSPORT,00163983281
30002267,Indian,CASINOS,No,High,Other,4559000.0,EVENTS AND EXHIBITION,NRN ID,00269605761
30002268,Other,SELF EMPLOYED JEWELERS,No,High,Other,3773000.0,MAIL,PASSPORT,00520006141
30002269,Indian,STUDENT,No,Low,Business,7092000.0,MAIL,PASSPORT,00244696811
30002270,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Remittance,7101000.0,MAIL,PASSPORT,00129133522
30002271,Indian,RETIRED,No,Low,Salary,7732000.0,ONLINE ACCOUNT,CITIZENSHIP,00261120642
30002272,Nepali,REAL ESTATE BUSINESS,No,High,Business,7231000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00543743181
30002273,Other,GOVT. LEGISLATOR,Yes,High,Other,3850000.0,ONLINE ACCOUNT,NRN ID,00241345702
30002274,Indian,ANY ACCOUNTANT,No,High,Remittance,1031000.0,SOCIAL MEDIA,NRN ID,00474700112
30002275,Other,TEACHER,No,Low,Other,1073000.0,REFERRAL,PASSPORT,00297685561
30002276,Nepali,GOVT. JUDGE,Yes,High,Remittance,1199000.0,ONLINE ACCOUNT,ADHAR CARD,00578744902
30002277,Other,STUDENT,No,Low,Other,2995000.0,SWIFT,PASSPORT,00560148531
30002278,Other,ANY ACCOUNTANT,No,High,Business,5659000.0,MAIL,NRN ID,00471847432
30002279,Nepali,TEACHER,No,Low,Other,3751000.0,REFERRAL,PASSPORT,00164303281
30002280,Indian,DOCTOR,No,Low,Business,5138000.0,SOCIAL MEDIA,NRN ID,00583006942
30002281,Other,ENGINEER,No,Low,Business,2365000.0,SWIFT,PASSPORT,00584667301
30002282,Other,STUDENT,No,Low,Remittance,6186000.0,MAIL,NRN ID,00520557752
30002283,Nepali,GOVT. LEGISLATOR,Yes,High,Salary,5582000.0,SWIFT,ADHAR CARD,00561504962
30002284,Other,TEACHER,No,Low,Other,2424000.0,WALKIN CUSTOMER,ADHAR CARD,00578053102
30002285,Nepali,STUDENT,No,Low,Remittance,4296000.0,OFFLINE,PASSPORT,00286895942
30002286,Indian,GOVT. LEGISLATOR,Yes,High,Other,6278000.0,SOCIAL MEDIA,ADHAR CARD,00159151752
30002287,Indian,DOCTOR,No,Low,Salary,6508000.0,SOCIAL MEDIA,ADHAR CARD,00596364011
30002288,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Salary,7701000.0,SOCIAL MEDIA,NRN ID,00233411092
30002289,Indian,ENGINEER,No,Low,Other,6767000.0,EVENTS AND EXHIBITION,ADHAR CARD,00513033011
30002290,Other,GAMING -CASINOS,No,High,Investment,304000.0,WALKIN CUSTOMER,CITIZENSHIP,00547151381
30002291,Indian,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Investment,2317000.0,ONLINE ACCOUNT,ADHAR CARD,00589478171
30002292,Indian,CASINOS,No,High,Salary,7347000.0,SOCIAL MEDIA,CITIZENSHIP,00272169312
30002293,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,4860000.0,OFFLINE,PASSPORT,00427082982
30002294,Nepali,TEACHER,No,Low,Remittance,6208000.0,WALKIN CUSTOMER,NRN ID,00353798471
30002295,Other,ENGINEER,No,Low,Remittance,6161000.0,SOCIAL MEDIA,CITIZENSHIP,00494331281
30002296,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,1170000.0,WALKIN CUSTOMER,NRN ID,00415239521
30002297,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Salary,2633000.0,REFERRAL,PASSPORT,00259597882
30002298,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,7651000.0,MAIL,ADHAR CARD,00467536472
30002299,Nepali,ENGINEER,No,Low,Salary,1200000.0,OFFLINE,NRN ID,00431147011
30002300,Indian,GOVT. JUDGE,Yes,High,Investment,7530000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00440909801
30002301,Other,ANY ACCOUNTANT,No,High,Investment,3685000.0,SOCIAL MEDIA,ADHAR CARD,00259475201
30002302,Indian,ENGINEER,No,Low,Remittance,5572000.0,OFFLINE,ADHAR CARD,00458414632
30002303,Other,CASINOS,No,High,Other,1042000.0,WALKIN CUSTOMER,PASSPORT,00438642472
30002304,Indian,ANY ACCOUNTANT,No,High,Remittance,2864000.0,OFFLINE,PASSPORT,00158229431
30002305,Nepali,SELF EMPLOYED JEWELERS,No,High,Other,3337000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00151798221
30002306,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,1509000.0,REFERRAL,PASSPORT,00292989082
30002307,Other,TEACHER,No,Low,Other,1616000.0,REFERRAL,PASSPORT,00364479642
30002308,Other,TEACHER,No,Low,Business,1191000.0,OFFLINE,NRN ID,00378128951
30002309,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Remittance,7355000.0,SOCIAL MEDIA,ADHAR CARD,00166369471
30002310,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Investment,2373000.0,WALKIN CUSTOMER,ADHAR CARD,00461549052
30002311,Other,REAL ESTATE BUSINESS,No,High,Investment,7029000.0,REFERRAL,CITIZENSHIP,00283544672
30002312,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Investment,1836000.0,REFERRAL,PASSPORT,00587084982
30002313,Nepali,DOCTOR,No,Low,Business,1803000.0,WALKIN CUSTOMER,NRN ID,00447286611
30002314,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Business,7510000.0,SWIFT,PASSPORT,00281659511
30002315,Other,ANY ATTORNEY/ LAWYER,No,Medium,Investment,1812000.0,REFERRAL,NRN ID,00289728322
30002316,Nepali,DOCTOR,No,Low,Salary,3728000.0,REFERRAL,NRN ID,00330506311
30002317,Indian,REAL ESTATE BUSINESS,No,High,Investment,685000.0,ONLINE ACCOUNT,ADHAR CARD,00295875502
30002318,Indian,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,4124000.0,SWIFT,NRN ID,00374007752
30002319,Other,FARMER,No,Low,Business,7899000.0,WALKIN CUSTOMER,PASSPORT,00520956262
30002320,Indian,GOVT. JUDGE,Yes,High,Other,5144000.0,MAIL,ADHAR CARD,00573094172
30002321,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Other,1164000.0,OFFLINE,NRN ID,00516196021
30002322,Nepali,ANY ACCOUNTANT,No,High,Other,1033000.0,ONLINE ACCOUNT,NRN ID,00237468632
30002323,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,3302000.0,REFERRAL,NRN ID,00359460751
30002324,Other,TEACHER,No,Low,Remittance,2830000.0,OFFLINE,PASSPORT,00292255042
30002325,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Other,850000.0,SWIFT,CITIZENSHIP,00134068461
30002326,Nepali,ENGINEER,No,Low,Other,7220000.0,SWIFT,CITIZENSHIP,00585808381
30002327,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,6382000.0,WALKIN CUSTOMER,NRN ID,00326589562
30002328,Indian,SELF EMPLOYED JEWELERS,No,High,Other,1703000.0,WALKIN CUSTOMER,CITIZENSHIP,00423925111
30002329,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,1178000.0,ONLINE ACCOUNT,PASSPORT,00399988972
30002330,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Other,4739000.0,SOCIAL MEDIA,PASSPORT,00166465292
30002331,Nepali,RETIRED,No,Low,Remittance,2730000.0,MAIL,NRN ID,00572143901
30002332,Other,REAL ESTATE BUSINESS,No,High,Business,6033000.0,SOCIAL MEDIA,NRN ID,00362526271
30002333,Other,ANY ACCOUNTANT,No,High,Investment,454000.0,ONLINE ACCOUNT,CITIZENSHIP,00276196821
30002334,Other,CASINOS,No,High,Other,7681000.0,EVENTS AND EXHIBITION,NRN ID,00151711471
30002335,Indian,GOVT. JUDGE,Yes,High,Investment,5871000.0,SOCIAL MEDIA,CITIZENSHIP,00350827231
30002336,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,5822000.0,SOCIAL MEDIA,ADHAR CARD,00594270021
30002337,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,1891000.0,ONLINE ACCOUNT,ADHAR CARD,00387349431
30002338,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,1377000.0,SWIFT,CITIZENSHIP,00277453962
30002339,Nepali,TEACHER,No,Low,Other,1909000.0,WALKIN CUSTOMER,CITIZENSHIP,00551162232
30002340,Other,ANY ACCOUNTANT,No,High,Investment,996000.0,REFERRAL,NRN ID,00582175882
30002341,Other,CASINOS,No,High,Salary,2143000.0,SWIFT,PASSPORT,00373010782
30002342,Indian,TEACHER,No,Low,Salary,2195000.0,SOCIAL MEDIA,PASSPORT,00158683672
30002343,Other,CASINOS,No,High,Remittance,517000.0,EVENTS AND EXHIBITION,NRN ID,00486661091
30002344,Other,FARMER,No,Low,Remittance,2571000.0,ONLINE ACCOUNT,NRN ID,00151838012
30002345,Indian,GAMING -CASINOS,No,High,Salary,7178000.0,SWIFT,ADHAR CARD,00415865631
30002346,Other,REAL ESTATE BUSINESS,No,High,Investment,6677000.0,SOCIAL MEDIA,ADHAR CARD,00578718592
30002347,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,4076000.0,WALKIN CUSTOMER,CITIZENSHIP,00532711131
30002348,Indian,GOVT. JUDGE,Yes,High,Remittance,1334000.0,ONLINE ACCOUNT,ADHAR CARD,00480836871
30002349,Other,GAMING -CASINOS,No,High,Investment,6113000.0,WALKIN CUSTOMER,ADHAR CARD,00498729411
30002350,Nepali,ANY ACCOUNTANT,No,High,Other,4114000.0,REFERRAL,CITIZENSHIP,00480194041
30002351,Other,SELF EMPLOYED JEWELERS,No,High,Business,3798000.0,REFERRAL,ADHAR CARD,00595420772
30002352,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Business,6813000.0,ONLINE ACCOUNT,NRN ID,00332780902
30002353,Indian,REAL ESTATE BUSINESS,No,High,Salary,6133000.0,REFERRAL,CITIZENSHIP,00427726521
30002354,Nepali,ENGINEER,No,Low,Business,4099000.0,SWIFT,NRN ID,00595103621
30002355,Other,TEACHER,No,Low,Other,3416000.0,SWIFT,NRN ID,00245978581
30002356,Nepali,GAMING -CASINOS,No,High,Salary,5095000.0,ONLINE ACCOUNT,ADHAR CARD,00212089831
30002357,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,3348000.0,OFFLINE,ADHAR CARD,00131427231
30002358,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,7187000.0,SOCIAL MEDIA,ADHAR CARD,00149031141
30002359,Indian,RETIRED,No,Low,Business,810000.0,SOCIAL MEDIA,NRN ID,00156892062
30002360,Other,GAMING -CASINOS,No,High,Salary,2385000.0,WALKIN CUSTOMER,CITIZENSHIP,00536769891
30002361,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Other,1410000.0,REFERRAL,NRN ID,00334233491
30002362,Nepali,GOVT. LEGISLATOR,Yes,High,Remittance,6965000.0,MAIL,PASSPORT,00252909292
30002363,Nepali,SELF EMPLOYED JEWELERS,No,High,Investment,6410000.0,EVENTS AND EXHIBITION,ADHAR CARD,00160087922
30002364,Nepali,GAMING -CASINOS,No,High,Business,1131000.0,SOCIAL MEDIA,CITIZENSHIP,00226723322
30002365,Nepali,ENGINEER,No,Low,Remittance,5594000.0,WALKIN CUSTOMER,CITIZENSHIP,00526645812
30002366,Indian,ANY ACCOUNTANT,No,High,Business,5647000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00585271112
30002367,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,3310000.0,MAIL,PASSPORT,00549669002
30002368,Nepali,TEACHER,No,Low,Business,2910000.0,SWIFT,ADHAR CARD,00411673761
30002369,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,2868000.0,SOCIAL MEDIA,CITIZENSHIP,00432911211
30002370,Indian,REAL ESTATE BUSINESS,No,High,Other,6095000.0,SOCIAL MEDIA,NRN ID,00441793921
30002371,Nepali,SELF EMPLOYED JEWELERS,No,High,Salary,4661000.0,SWIFT,CITIZENSHIP,00173866621
30002372,Other,FARMER,No,Low,Remittance,492000.0,REFERRAL,ADHAR CARD,00230124321
30002373,Other,GAMING -CASINOS,No,High,Remittance,4685000.0,ONLINE ACCOUNT,NRN ID,00128615882
30002374,Nepali,RETIRED,No,Low,Investment,714000.0,EVENTS AND EXHIBITION,PASSPORT,00378293721
30002375,Indian,ENGINEER,No,Low,Business,1015000.0,MAIL,CITIZENSHIP,00234196882
30002376,Nepali,DOCTOR,No,Low,Business,1393000.0,SOCIAL MEDIA,ADHAR CARD,00223804652
30002377,Indian,RETIRED,No,Low,Remittance,1903000.0,EVENTS AND EXHIBITION,NRN ID,00213792312
30002378,Other,TEACHER,No,Low,Investment,3922000.0,ONLINE ACCOUNT,NRN ID,00131902651
30002379,Other,ENGINEER,No,Low,Other,7600000.0,OFFLINE,ADHAR CARD,00155356931
30002380,Nepali,FARMER,No,Low,Salary,4727000.0,ONLINE ACCOUNT,ADHAR CARD,00227834281
30002381,Other,ANY ATTORNEY/ LAWYER,No,Medium,Business,5940000.0,MAIL,ADHAR CARD,00457904952
30002382,Indian,GOVT. LEGISLATOR,Yes,High,Remittance,1947000.0,MAIL,CITIZENSHIP,00531290572
30002383,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,2293000.0,WALKIN CUSTOMER,NRN ID,00386535392
30002384,Other,GOVT. LEGISLATOR,Yes,High,Salary,4078000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00515457461
30002385,Indian,ENGINEER,No,Low,Salary,7486000.0,WALKIN CUSTOMER,NRN ID,00198765982
30002386,Other,GOVT. JUDGE,Yes,High,Business,4461000.0,MAIL,ADHAR CARD,00356741741
30002387,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Other,4720000.0,MAIL,ADHAR CARD,00247581201
30002388,Indian,STUDENT,No,Low,Business,808000.0,EVENTS AND EXHIBITION,PASSPORT,00238214671
30002389,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,311000.0,WALKIN CUSTOMER,PASSPORT,00165172452
30002390,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,6408000.0,MAIL,NRN ID,00151719362
30002391,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Other,4312000.0,ONLINE ACCOUNT,CITIZENSHIP,00196596931
30002392,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Remittance,3261000.0,EVENTS AND EXHIBITION,PASSPORT,00125492961
30002393,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,3289000.0,OFFLINE,ADHAR CARD,00417504352
30002394,Other,ANY ATTORNEY/ LAWYER,No,Medium,Other,3292000.0,SOCIAL MEDIA,CITIZENSHIP,00453287432
30002395,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,1214000.0,ONLINE ACCOUNT,PASSPORT,00282907411
30002396,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Salary,1012000.0,OFFLINE,ADHAR CARD,00563408711
30002397,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Business,7790000.0,WALKIN CUSTOMER,ADHAR CARD,00535179452
30002398,Other,ANY ACCOUNTANT,No,High,Salary,6172000.0,REFERRAL,NRN ID,00364348431
30002399,Indian,ANY ACCOUNTANT,No,High,Remittance,2482000.0,REFERRAL,NRN ID,00352007272
30002400,Indian,RETIRED,No,Low,Business,4539000.0,REFERRAL,CITIZENSHIP,00119824761
30002401,Nepali,GOVT. LEGISLATOR,Yes,High,Salary,5325000.0,SWIFT,ADHAR CARD,00533114431
30002402,Nepali,GOVT. JUDGE,Yes,High,Remittance,2969000.0,ONLINE ACCOUNT,NRN ID,00299066621
30002403,Indian,DOCTOR,No,Low,Business,5206000.0,WALKIN CUSTOMER,NRN ID,00470148161
30002404,Indian,SELF EMPLOYED JEWELERS,No,High,Business,365000.0,ONLINE ACCOUNT,PASSPORT,00312918702
30002405,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Other,4527000.0,MAIL,CITIZENSHIP,00227982302
30002406,Other,SELF EMPLOYED JEWELERS,No,High,Investment,5425000.0,MAIL,CITIZENSHIP,00358127901
30002407,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,726000.0,MAIL,NRN ID,00546752711
30002408,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,1404000.0,ONLINE ACCOUNT,CITIZENSHIP,00297639411
30002409,Nepali,SELF EMPLOYED JEWELERS,No,High,Business,3002000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00221516512
30002410,Other,GAMING -CASINOS,No,High,Other,5963000.0,MAIL,ADHAR CARD,00393510011
30002411,Nepali,GAMING -CASINOS,No,High,Investment,5344000.0,EVENTS AND EXHIBITION,NRN ID,00461247931
30002412,Indian,CASINOS,No,High,Investment,5090000.0,OFFLINE,PASSPORT,00427963521
30002413,Nepali,TEACHER,No,Low,Remittance,6809000.0,REFERRAL,PASSPORT,00292513382
30002414,Indian,GOVT. LEGISLATOR,Yes,High,Remittance,4418000.0,EVENTS AND EXHIBITION,ADHAR CARD,00178758452
30002415,Nepali,GOVT. JUDGE,Yes,High,Remittance,7899000.0,MAIL,NRN ID,00286011392
30002416,Other,FARMER,No,Low,Investment,2426000.0,ONLINE ACCOUNT,NRN ID,00431814071
30002417,Indian,GOVT. LEGISLATOR,Yes,High,Remittance,3944000.0,ONLINE ACCOUNT,PASSPORT,00559233042
30002418,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,3478000.0,ONLINE ACCOUNT,ADHAR CARD,00316123581
30002419,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Investment,2712000.0,REFERRAL,PASSPORT,00249475691
30002420,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,7596000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00435561822
30002421,Indian,STUDENT,No,Low,Investment,3048000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00537452042
30002422,Indian,GAMING -CASINOS,No,High,Investment,5463000.0,SWIFT,PASSPORT,00126957621
30002423,Other,GOVT. LEGISLATOR,Yes,High,Salary,2218000.0,MAIL,PASSPORT,00587779051
30002424,Indian,CASINOS,No,High,Investment,7033000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00593960362
30002425,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,7947000.0,MAIL,ADHAR CARD,00513892162
30002426,Nepali,TEACHER,No,Low,Salary,1002000.0,OFFLINE,ADHAR CARD,00140491721
30002427,Nepali,GAMING -CASINOS,No,High,Salary,1212000.0,MAIL,CITIZENSHIP,00214916991
30002428,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,1396000.0,MAIL,CITIZENSHIP,00193327611
30002429,Nepali,REAL ESTATE BUSINESS,No,High,Business,4879000.0,SOCIAL MEDIA,CITIZENSHIP,00127621871
30002430,Nepali,GAMING -CASINOS,No,High,Salary,7376000.0,SWIFT,CITIZENSHIP,00159964901
30002431,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Remittance,651000.0,ONLINE ACCOUNT,NRN ID,00179615522
30002432,Nepali,TEACHER,No,Low,Other,4780000.0,REFERRAL,NRN ID,00126529272
30002433,Other,DOCTOR,No,Low,Investment,1886000.0,SWIFT,ADHAR CARD,00122925381
30002434,Nepali,DOCTOR,No,Low,Other,3939000.0,EVENTS AND EXHIBITION,NRN ID,00213797321
30002435,Other,ANY ACCOUNTANT,No,High,Remittance,5806000.0,SWIFT,CITIZENSHIP,00219435182
30002436,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Remittance,7815000.0,EVENTS AND EXHIBITION,PASSPORT,00188849831
30002437,Nepali,FARMER,No,Low,Investment,4423000.0,SWIFT,ADHAR CARD,00430235742
30002438,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,1702000.0,REFERRAL,CITIZENSHIP,00411170061
30002439,Other,GOVT. LEGISLATOR,Yes,High,Investment,542000.0,EVENTS AND EXHIBITION,ADHAR CARD,00393970182
30002440,Other,ENGINEER,No,Low,Business,7723000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00276313851
30002441,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,6821000.0,REFERRAL,NRN ID,00569124852
30002442,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Salary,810000.0,ONLINE ACCOUNT,PASSPORT,00469812002
30002443,Other,TEACHER,No,Low,Business,5966000.0,MAIL,ADHAR CARD,00119213832
30002444,Nepali,FARMER,No,Low,Salary,1975000.0,OFFLINE,CITIZENSHIP,00111618362
30002445,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,5712000.0,ONLINE ACCOUNT,PASSPORT,00245547782
30002446,Other,GOVT. JUDGE,Yes,High,Investment,808000.0,SOCIAL MEDIA,CITIZENSHIP,00594454692
30002447,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Remittance,2736000.0,WALKIN CUSTOMER,CITIZENSHIP,00512595481
30002448,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Investment,5842000.0,MAIL,ADHAR CARD,00189905042
30002449,Indian,CASINOS,No,High,Business,2686000.0,ONLINE ACCOUNT,CITIZENSHIP,00549035972
30002450,Nepali,DOCTOR,No,Low,Salary,3539000.0,EVENTS AND EXHIBITION,NRN ID,00193662762
30002451,Other,STUDENT,No,Low,Salary,4549000.0,OFFLINE,CITIZENSHIP,00351403132
30002452,Nepali,GOVT. LEGISLATOR,Yes,High,Salary,6515000.0,EVENTS AND EXHIBITION,PASSPORT,00465283572
30002453,Other,TEACHER,No,Low,Other,3090000.0,EVENTS AND EXHIBITION,NRN ID,00467271731
30002454,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Other,5955000.0,SOCIAL MEDIA,PASSPORT,00448098161
30002455,Indian,ENGINEER,No,Low,Remittance,6253000.0,SWIFT,PASSPORT,00380942702
30002456,Nepali,TEACHER,No,Low,Salary,3847000.0,SOCIAL MEDIA,NRN ID,00414582941
30002457,Nepali,TEACHER,No,Low,Remittance,7961000.0,WALKIN CUSTOMER,NRN ID,00399180742
30002458,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,2663000.0,WALKIN CUSTOMER,CITIZENSHIP,00163359962
30002459,Nepali,RETIRED,No,Low,Investment,6819000.0,SWIFT,PASSPORT,00194432152
30002460,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,2299000.0,MAIL,NRN ID,00565755851
30002461,Nepali,RETIRED,No,Low,Business,3755000.0,MAIL,ADHAR CARD,00517666052
30002462,Nepali,ANY ACCOUNTANT,No,High,Remittance,3982000.0,ONLINE ACCOUNT,PASSPORT,00434128461
30002463,Indian,REAL ESTATE BUSINESS,No,High,Other,5626000.0,OFFLINE,PASSPORT,00480056442
30002464,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,3430000.0,SOCIAL MEDIA,ADHAR CARD,00518743982
30002465,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,743000.0,OFFLINE,ADHAR CARD,00539589121
30002466,Nepali,GAMING -CASINOS,No,High,Salary,7566000.0,EVENTS AND EXHIBITION,NRN ID,00398051241
30002467,Nepali,STUDENT,No,Low,Salary,7627000.0,SOCIAL MEDIA,ADHAR CARD,00381985042
30002468,Nepali,DOCTOR,No,Low,Remittance,4151000.0,SWIFT,NRN ID,00489471991
30002469,Other,DOCTOR,No,Low,Investment,6849000.0,SOCIAL MEDIA,PASSPORT,00383204721
30002470,Other,GAMING -CASINOS,No,High,Business,6924000.0,EVENTS AND EXHIBITION,NRN ID,00245241862
30002471,Other,REAL ESTATE BUSINESS,No,High,Business,7566000.0,EVENTS AND EXHIBITION,NRN ID,00139434141
30002472,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Salary,3580000.0,ONLINE ACCOUNT,NRN ID,00492224422
30002473,Nepali,STUDENT,No,Low,Business,5049000.0,OFFLINE,CITIZENSHIP,00136443342
30002474,Indian,GAMING -CASINOS,No,High,Other,3186000.0,ONLINE ACCOUNT,NRN ID,00415432781
30002475,Other,ANY ACCOUNTANT,No,High,Business,528000.0,EVENTS AND EXHIBITION,NRN ID,00541403661
30002476,Other,GOVT. LEGISLATOR,Yes,High,Salary,5525000.0,REFERRAL,NRN ID,00140934622
30002477,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,3769000.0,SOCIAL MEDIA,PASSPORT,00521987801
30002478,Nepali,FARMER,No,Low,Business,5576000.0,SOCIAL MEDIA,ADHAR CARD,00467450781
30002479,Other,REAL ESTATE BUSINESS,No,High,Business,1713000.0,REFERRAL,NRN ID,00286980242
30002480,Other,CASINOS,No,High,Salary,6325000.0,MAIL,PASSPORT,00456747541
30002481,Other,ANY ACCOUNTANT,No,High,Other,6123000.0,OFFLINE,ADHAR CARD,00276722741
30002482,Nepali,SELF EMPLOYED JEWELERS,No,High,Investment,5681000.0,WALKIN CUSTOMER,PASSPORT,00528241142
30002483,Nepali,RETIRED,No,Low,Business,1533000.0,ONLINE ACCOUNT,NRN ID,00424597291
30002484,Nepali,TEACHER,No,Low,Salary,1266000.0,MAIL,NRN ID,00319982392
30002485,Indian,FARMER,No,Low,Investment,4558000.0,REFERRAL,ADHAR CARD,00237884472
30002486,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Investment,3785000.0,SOCIAL MEDIA,NRN ID,00513925012
30002487,Indian,ANY ACCOUNTANT,No,High,Remittance,6818000.0,SOCIAL MEDIA,PASSPORT,00479253542
30002488,Nepali,GOVT. LEGISLATOR,Yes,High,Salary,1577000.0,ONLINE ACCOUNT,ADHAR CARD,00117794261
