TransactionID,Amount,Date,Time,SenderAccount,ReceiverAccount,Country,TransactionType,Currency,Channel,IsSuspicious
TX9107,14979.12,2025-07-10,22:45:16,00267277142,00253860342,India,Deposit,NPR,Branch,0
TX9108,825107.12,2024-07-22,21:36:53,00525594642,00193825791,USA,Cash Withdrawal,NPR,Branch,0
TX9109,265773.94,2025-07-06,11:13:24,00488080582,00481645622,Nepal,Transfer,NPR,Branch,0
TX9110,704901.07,2024-08-19,14:20:56,00524730861,00234342582,India,Deposit,NPR,Branch,0
TX9111,785747.21,2025-03-03,16:22:29,00518351871,00247452982,Russia,Cash Withdrawal,NPR,Branch,0
TX9112,297828.65,2025-06-04,20:15:19,00373660141,00183242312,USA,Deposit,NPR,ATM,0
TX9113,652924.07,2025-01-27,18:47:12,00339770342,00154132982,Pakistan,Cash Withdrawal,NPR,Online,0
TX9114,340864.24,2025-03-29,02:21:49,00562503851,00289626862,Russia,Cash Withdrawal,NPR,Branch,0
TX9115,836751.14,2024-12-21,12:59:21,00193752471,00497546301,Russia,Deposit,NPR,ATM,0
TX9116,660193.84,2025-07-02,03:40:59,00273956991,00191270122,Nepal,Deposit,NPR,ATM,0
TX9117,695076.33,2025-04-06,12:03:30,00238917282,00122888361,China,Cash Withdrawal,NPR,Branch,0
TX9118,927839.35,2024-12-17,03:27:41,00297535761,00365131511,India,Cash Withdrawal,NPR,ATM,0
TX9119,966650.26,2024-12-26,16:42:43,00151370202,00179190672,Russia,Transfer,NPR,Online,0
TX9120,696446.17,2025-01-10,10:09:15,00399165891,00544916521,Nepal,Transfer,NPR,ATM,0
TX9121,95185.86,2025-06-25,10:25:45,00585808381,00543471661,Nepal,Cash Withdrawal,NPR,ATM,0
TX9122,521374.53,2025-07-16,03:42:30,00480194041,00341678642,Nepal,Deposit,NPR,ATM,0
TX9123,681823.54,2024-08-03,22:00:56,00347216571,00212667441,India,Transfer,NPR,ATM,0
TX9124,178475.15,2025-05-13,04:38:09,00427988791,00465358031,Russia,Cash Withdrawal,NPR,ATM,0
TX9125,134446.46,2025-01-18,11:03:58,00533581861,00526736772,Nepal,Cash Withdrawal,NPR,Online,0
TX9126,670585.27,2025-05-17,01:03:16,00194539691,00262135221,Nepal,Deposit,NPR,Online,0
TX9127,908452.94,2024-11-06,16:13:30,00595653291,00220124291,USA,Deposit,NPR,ATM,0
TX9128,396699.6,2025-06-16,06:30:48,00271344261,00497908851,India,Deposit,NPR,Online,0
TX9129,825553.31,2025-04-29,23:43:23,00573411682,00239448851,Nepal,Transfer,NPR,ATM,0
TX9130,171282.41,2025-01-14,11:39:54,00139231311,00179054381,Russia,Deposit,NPR,Branch,0
TX9131,422565.17,2025-03-29,11:39:01,00477118821,00599628962,Russia,Deposit,NPR,Branch,0
TX9132,824064.34,2024-08-23,18:02:42,00262360392,00570259421,Nepal,Deposit,NPR,Online,0
TX9133,942358.37,2025-06-22,16:40:55,00130237442,00388781182,Russia,Cash Withdrawal,NPR,ATM,0
TX9134,116893.76,2025-05-29,18:21:32,00111111262,00359629542,Nepal,Cash Withdrawal,NPR,Branch,0
TX9135,510433.01,2025-01-12,00:09:23,00180610352,00277799422,China,Cash Withdrawal,NPR,Branch,0
TX9136,212565.15,2024-09-14,07:04:22,00366684521,00511731972,Nepal,Cash Withdrawal,NPR,Branch,0
TX9137,790414.07,2024-09-08,20:18:21,00240525702,00475306392,Pakistan,Cash Withdrawal,NPR,Branch,0
TX9138,64942.06,2025-03-25,15:30:00,00493374661,00249475691,Pakistan,Deposit,NPR,Online,0
TX9139,752586.02,2025-05-22,18:20:52,00179397252,00449986171,Nepal,Deposit,NPR,Online,0
TX9140,358518.13,2025-03-25,15:59:31,00233803262,00272460641,Pakistan,Cash Withdrawal,NPR,Branch,0
TX9141,550103.7,2025-05-26,12:57:15,00144524901,00466205581,Pakistan,Transfer,NPR,Online,0
TX9142,718440.5,2025-07-21,17:59:10,00388776141,00399180742,India,Deposit,NPR,Branch,0
TX9143,479121.55,2024-08-27,01:50:16,00510504021,00563618262,USA,Transfer,NPR,ATM,0
TX9144,465290.6,2024-10-16,22:40:27,00272313551,00521555571,USA,Deposit,NPR,Branch,0
TX9145,732144.75,2025-03-10,14:11:53,00359564532,00132688091,Nepal,Cash Withdrawal,NPR,Branch,0
TX9146,287041.82,2025-01-26,04:49:02,00240331271,00468971402,China,Cash Withdrawal,NPR,Online,0
TX9147,643735.16,2025-02-02,03:35:28,00243188552,00337658161,India,Deposit,NPR,ATM,0
TX9148,554370.76,2024-12-18,13:51:26,00281537211,00550407432,Russia,Transfer,NPR,ATM,0
TX9149,82873.2,2025-03-07,19:01:55,00440858391,00395750421,China,Cash Withdrawal,NPR,ATM,0
TX9150,786998.52,2024-08-18,00:36:18,00599485501,00287119232,Nepal,Transfer,NPR,ATM,0
TX9151,72248.63,2024-09-10,17:18:41,00452735341,00182764701,USA,Transfer,NPR,Branch,0
TX9152,62065.14,2025-05-05,14:58:42,00388592202,00434744881,Nepal,Deposit,NPR,ATM,0
TX9153,949002.87,2024-08-10,03:22:24,00194966432,00150783622,Russia,Transfer,NPR,Branch,0
TX9154,613149.42,2024-09-24,00:51:21,00537188842,00253835321,China,Cash Withdrawal,NPR,Online,0
TX9155,623474.44,2024-09-08,06:18:12,00427512722,00344607701,Pakistan,Deposit,NPR,Branch,0
TX9156,610302.3,2025-03-19,05:55:51,00322319292,00436125062,Nepal,Cash Withdrawal,NPR,ATM,0
TX9157,294522.13,2025-02-02,08:11:54,00561195351,00174598171,India,Cash Withdrawal,NPR,ATM,0
TX9158,698270.68,2024-11-11,10:08:00,00212146432,00579476942,Russia,Cash Withdrawal,NPR,Branch,0
TX9159,608715.41,2024-11-06,09:32:44,00492049992,00572886701,India,Deposit,NPR,Branch,0
TX9160,726679.55,2025-06-28,14:33:44,00422768411,00232884582,Nepal,Deposit,NPR,Branch,0
TX9161,115081.95,2024-11-08,15:12:56,00189905042,00150489092,Nepal,Transfer,NPR,ATM,0
TX9162,99077.34,2025-02-04,23:31:26,00272554182,00188751732,Pakistan,Deposit,NPR,ATM,0
TX9163,806734.57,2024-12-22,09:53:06,00386311862,00533123482,Nepal,Cash Withdrawal,NPR,Branch,0
TX9164,586828.7,2024-09-24,15:26:22,00490520222,00378032921,China,Transfer,NPR,Branch,0
TX9165,557648.34,2024-09-01,14:48:45,00244009531,00388781182,China,Deposit,NPR,Branch,0
TX9166,591341.43,2025-05-22,09:56:19,00389449402,00441345152,China,Transfer,NPR,ATM,0
TX9167,172064.01,2024-12-28,23:11:59,00313178491,00214285002,Nepal,Cash Withdrawal,NPR,Branch,0
TX9168,859685.68,2025-06-28,16:25:04,00186110521,00150222311,Nepal,Transfer,NPR,ATM,0
TX9169,695237.89,2025-05-26,02:11:15,00151592192,00456533781,Pakistan,Deposit,NPR,Branch,0
TX9170,696377.07,2025-03-24,17:53:09,00524095231,00183886162,Russia,Deposit,NPR,Online,0
TX9171,133926.57,2025-03-12,13:54:50,00462610822,00328350151,Pakistan,Cash Withdrawal,NPR,Online,0
TX9172,604771.41,2024-10-19,07:03:35,00328099031,00531148451,India,Deposit,NPR,Online,0
TX9173,559602.78,2025-01-12,22:37:06,00526736772,00239977042,Nepal,Deposit,NPR,ATM,0
TX9174,467873.83,2024-08-08,17:36:01,00480487851,00295391021,China,Deposit,NPR,ATM,0
TX9175,739097.04,2025-03-26,01:45:20,00229258302,00138733131,India,Cash Withdrawal,NPR,Online,0
TX9176,777531.38,2025-07-22,14:29:35,00520956262,00166465292,China,Deposit,NPR,Online,0
TX9177,780808.86,2025-03-21,05:27:00,00191912682,00233582481,India,Deposit,NPR,Online,0
TX9178,741742.82,2024-09-16,16:38:53,00153805031,00217430472,Pakistan,Deposit,NPR,Online,0
TX9179,155502.56,2025-01-25,19:22:10,00270654852,00295484321,USA,Transfer,NPR,Branch,0
TX9180,985128.21,2025-05-04,00:12:59,00569048552,00520220821,Russia,Cash Withdrawal,NPR,Branch,0
TX9181,260807.4,2024-10-06,05:44:05,00357467022,00426464942,Nepal,Cash Withdrawal,NPR,Branch,0
TX9182,497138.07,2024-10-17,21:36:19,00463529821,00393368131,Pakistan,Cash Withdrawal,NPR,Online,0
TX9183,316316.28,2025-01-05,02:44:59,00133002461,00324450382,India,Deposit,NPR,ATM,0
TX9184,518696.45,2025-07-02,12:02:59,00277363562,00250684312,Nepal,Transfer,NPR,Online,0
TX9185,244080.02,2024-12-20,02:43:46,00380942702,00316123581,USA,Transfer,NPR,ATM,0
TX9186,752283.31,2025-04-21,00:37:08,00571736151,00525039191,India,Transfer,NPR,Online,0
TX9187,560713.35,2024-09-15,21:02:38,00267805971,00252909292,China,Transfer,NPR,ATM,0
TX9188,374389.1,2025-06-17,00:22:58,00236225151,00282238241,Pakistan,Cash Withdrawal,NPR,Online,0
TX9189,639580.98,2024-09-19,21:23:11,00470116351,00277285641,Nepal,Deposit,NPR,ATM,0
TX9190,785125.88,2024-10-21,12:05:36,00441327341,00517666052,Nepal,Deposit,NPR,Branch,0
TX9191,777339.25,2025-05-27,14:57:42,00169843712,00587163991,Nepal,Deposit,NPR,Branch,0
TX9192,88880.9,2024-12-18,18:37:53,00582621931,00139084772,Russia,Cash Withdrawal,NPR,Branch,0
TX9193,855073.73,2025-04-29,20:04:32,00144124122,00561488422,India,Cash Withdrawal,NPR,ATM,0
TX9194,281682.44,2024-10-03,04:25:56,00596268482,00237468632,USA,Transfer,NPR,Online,0
TX9195,759043.28,2024-12-23,12:21:25,00349765001,00212805021,USA,Deposit,NPR,ATM,0
TX9196,4789.17,2025-05-04,06:49:37,00426465772,00210498782,China,Cash Withdrawal,NPR,Online,0
TX9197,800056.33,2024-08-28,01:27:08,00493689332,00251360072,Pakistan,Cash Withdrawal,NPR,Branch,0
TX9198,77123.54,2024-11-04,11:11:37,00394285601,00219435182,India,Deposit,NPR,ATM,0
TX9199,557796.91,2024-10-22,11:36:53,00238944582,00212667441,Nepal,Deposit,NPR,Online,0
TX9200,991442.75,2024-11-24,19:26:43,00266728361,00236742111,Nepal,Cash Withdrawal,NPR,ATM,0
TX9201,807657.03,2025-02-09,06:51:16,00212759221,00171680502,Nepal,Deposit,NPR,Branch,0
TX9202,769087.04,2024-12-10,03:19:29,00578317471,00543632702,Nepal,Cash Withdrawal,NPR,ATM,0
TX9203,689795.28,2024-10-24,19:43:20,00327262842,00194642671,China,Deposit,NPR,Online,0
TX9204,748854.04,2025-04-11,08:15:14,00216956242,00277533732,India,Deposit,NPR,Branch,0
TX9205,467555.03,2025-07-02,12:32:31,00136961782,00569089902,USA,Cash Withdrawal,NPR,ATM,0
TX9206,506184.64,2024-11-24,16:36:16,00585074722,00544294331,Nepal,Deposit,NPR,Online,0
TX9207,343658.61,2025-04-24,10:50:02,00520034531,00342954781,China,Transfer,NPR,ATM,0
TX9208,102934.08,2024-08-22,11:30:57,00273089562,00299066621,India,Transfer,NPR,Branch,0
TX9209,247405.55,2024-12-22,23:39:26,00126966961,00447165011,India,Transfer,NPR,ATM,0
TX9210,201643.52,2025-02-21,02:27:16,00458315671,00164189361,Pakistan,Deposit,NPR,ATM,0
TX9211,873455.79,2025-07-08,04:11:05,00381428131,00244894111,China,Deposit,NPR,Online,0
TX9212,94977.96,2024-12-19,13:15:09,00184932062,00595943241,China,Cash Withdrawal,NPR,ATM,0
TX9213,611430.83,2024-10-21,12:56:48,00195264742,00364213711,Nepal,Deposit,NPR,Online,0
TX9214,331726.54,2025-05-30,00:56:24,00416096112,00232817511,Russia,Transfer,NPR,ATM,0
TX9215,125528.94,2025-07-02,02:39:30,00547151381,00194364292,Pakistan,Deposit,NPR,ATM,0
TX9216,636347.01,2025-03-25,21:59:16,00368996442,00238150072,India,Deposit,NPR,Branch,0
TX9217,164306.57,2025-04-28,02:56:20,00472062561,00455579322,USA,Transfer,NPR,ATM,0
TX9218,729171.27,2024-08-16,13:18:55,00597098881,00136562331,China,Cash Withdrawal,NPR,Branch,0
TX9219,258851.56,2024-10-07,16:53:51,00292132761,00459354132,India,Deposit,NPR,Branch,0
TX9220,299787.9,2025-04-18,02:44:19,00213737451,00522998331,China,Cash Withdrawal,NPR,Branch,0
TX9221,37288.43,2025-07-08,04:41:02,00130709901,00274540302,Russia,Deposit,NPR,Branch,0
TX9222,167795.98,2024-11-09,04:23:18,00527044022,00255746491,Russia,Cash Withdrawal,NPR,Branch,0
TX9223,685836.24,2024-07-25,06:01:05,00561100102,00559608182,Nepal,Deposit,NPR,Online,0
TX9224,106796.83,2024-10-15,16:19:31,00353237372,00566608022,India,Deposit,NPR,Online,0
TX9225,823233.91,2024-10-14,05:18:00,00540190532,00425542841,Russia,Transfer,NPR,ATM,0
TX9226,880218.13,2025-02-21,19:00:59,00278349651,00233939741,Nepal,Cash Withdrawal,NPR,Online,0
TX9227,811908.01,2024-10-08,01:42:51,00324007382,00121367512,Russia,Cash Withdrawal,NPR,Branch,0
TX9228,520802.81,2024-10-19,20:55:09,00389568941,00532084581,India,Transfer,NPR,Branch,0
TX9229,494833.16,2025-01-30,05:39:52,00211188541,00383376082,Nepal,Cash Withdrawal,NPR,Branch,0
TX9230,55816.78,2025-05-10,17:44:36,00255746491,00563618262,India,Transfer,NPR,ATM,0
TX9231,449269.29,2024-08-26,15:12:19,00142369721,00469397851,Pakistan,Transfer,NPR,Online,0
TX9232,705425.1,2025-05-02,13:02:40,00159510431,00562699521,Russia,Deposit,NPR,Branch,0
TX9233,848662.33,2025-03-22,07:55:55,00385690612,00530299941,USA,Deposit,NPR,Online,0
TX9234,380009.5,2025-02-02,23:15:54,00115916632,00470515452,India,Cash Withdrawal,NPR,Branch,0
TX9235,873480.4,2025-07-21,23:18:48,00257955581,00136961782,Pakistan,Deposit,NPR,Branch,0
TX9236,907127.13,2025-04-21,10:33:10,00531110341,00429914942,Nepal,Transfer,NPR,Branch,0
TX9237,700703.95,2025-03-08,20:16:04,00261980052,00199290431,Russia,Deposit,NPR,Online,0
TX9238,875297.84,2025-01-05,01:39:13,00449235952,00556098961,India,Transfer,NPR,Branch,0
TX9239,150236.62,2025-05-18,11:45:36,00158598832,00393203491,Pakistan,Transfer,NPR,Online,0
TX9240,665259.51,2024-09-19,18:27:17,00562480471,00269031791,USA,Deposit,NPR,ATM,0
TX9241,570806.41,2024-12-07,08:38:46,00532472701,00573776981,Russia,Transfer,NPR,ATM,0
TX9242,540410.25,2024-09-01,05:26:24,00321139001,00320894962,Nepal,Transfer,NPR,Branch,0
TX9243,98139.08,2024-10-08,11:47:05,00584251492,00477762912,Nepal,Deposit,NPR,Online,0
TX9244,889417.48,2025-02-22,08:41:49,00367827112,00355452232,Nepal,Transfer,NPR,Branch,0
TX9245,404257.72,2024-12-25,07:00:30,00369632521,00364975681,USA,Cash Withdrawal,NPR,ATM,0
TX9246,366245.3,2024-12-13,10:40:05,00216690291,00593649572,Nepal,Cash Withdrawal,NPR,Online,0
TX9247,336704.76,2024-08-21,22:30:52,00159678362,00425897852,India,Transfer,NPR,Branch,0
TX9248,153459.32,2025-02-17,10:11:20,00532472701,00448809762,Russia,Cash Withdrawal,NPR,Branch,0
TX9249,360314.88,2024-11-19,15:14:47,00441422222,00371825081,Pakistan,Cash Withdrawal,NPR,Online,0
TX9250,489677.71,2024-11-18,00:48:36,00494276682,00297137462,Nepal,Cash Withdrawal,NPR,ATM,0
TX9251,282562.43,2025-05-02,20:59:00,00388928392,00267520341,Nepal,Transfer,NPR,Online,0
TX9252,349108.77,2024-10-16,13:32:25,00388004792,00498729411,China,Deposit,NPR,Branch,0
TX9253,769787.98,2025-05-14,09:15:39,00219032541,00466955021,Russia,Deposit,NPR,ATM,0
TX9254,409371.92,2025-05-17,10:37:48,00597801442,00224139992,Pakistan,Cash Withdrawal,NPR,Branch,0
TX9255,329650.47,2025-05-27,16:03:31,00192240562,00287515081,India,Cash Withdrawal,NPR,ATM,0
TX9256,473430.15,2025-02-27,20:26:37,00138733131,00284060781,Russia,Transfer,NPR,Branch,0
TX9257,866614.48,2025-02-09,03:00:33,00347455261,00369263861,Pakistan,Transfer,NPR,Online,0
TX9258,33741.3,2025-04-25,08:32:16,00254267371,00583054741,Nepal,Transfer,NPR,Branch,0
TX9259,279789.64,2025-02-20,13:00:52,00193752471,00597186921,Pakistan,Cash Withdrawal,NPR,Branch,0
TX9260,269920.44,2025-02-21,00:52:46,00581834512,00362690352,Nepal,Deposit,NPR,ATM,0
TX9261,231849.71,2024-12-25,18:24:19,00219433672,00178846722,Nepal,Deposit,NPR,Branch,0
TX9262,626051.78,2024-12-07,02:35:13,00332800131,00515378631,Nepal,Deposit,NPR,ATM,0
TX9263,987342.79,2025-06-11,02:33:11,00248919302,00433076281,China,Transfer,NPR,Branch,0
TX9264,588566.49,2024-12-09,10:05:02,00346146311,00184575612,Pakistan,Transfer,NPR,Branch,0
TX9265,388453.85,2025-06-11,05:16:12,00344881371,00261486752,India,Cash Withdrawal,NPR,Online,0
TX9266,504446.9,2024-08-22,20:59:39,00348239731,00287515081,Russia,Deposit,NPR,ATM,0
TX9267,155593.45,2025-01-24,12:45:12,00352760092,00577769561,USA,Transfer,NPR,ATM,0
TX9268,217511.04,2024-08-31,15:18:35,00234259062,00214620422,India,Deposit,NPR,Online,0
TX9269,691119.67,2024-11-14,22:09:47,00449076571,00137103102,India,Deposit,NPR,ATM,0
TX9270,590046.86,2024-12-10,06:21:36,00428477691,00483541401,India,Deposit,NPR,Online,0
TX9271,725777.51,2025-07-21,21:13:58,00372909292,00276927211,Pakistan,Transfer,NPR,Online,0
TX9272,668094.05,2025-07-13,19:38:38,00229709031,00546504822,Nepal,Transfer,NPR,Branch,0
TX9273,678632.36,2025-03-12,12:21:52,00194709722,00354078051,Pakistan,Cash Withdrawal,NPR,Online,0
TX9274,715383.28,2024-11-08,19:43:36,00467271731,00242200851,Pakistan,Deposit,NPR,Online,0
TX9275,853071.87,2025-01-24,11:03:37,00388838132,00248493182,Russia,Transfer,NPR,Online,0
TX9276,821578.51,2025-06-28,12:22:35,00364430371,00129268882,Nepal,Deposit,NPR,Online,0
TX9277,441885.16,2025-05-08,01:12:10,00563163572,00138779032,Nepal,Transfer,NPR,Online,0
TX9278,368822.66,2024-11-19,14:07:40,00195168741,00597098881,USA,Deposit,NPR,Branch,0
TX9279,368089.77,2025-05-22,02:21:21,00182574082,00511179851,Nepal,Deposit,NPR,Branch,0
TX9280,59657.59,2025-03-27,21:13:00,00379786042,00272118711,Russia,Deposit,NPR,Branch,0
TX9281,752564.65,2025-06-30,02:58:03,00113283301,00522746692,India,Deposit,NPR,ATM,0
TX9282,550569.13,2024-08-10,03:22:26,00549185272,00387067511,Russia,Transfer,NPR,Branch,0
TX9283,551585.18,2025-06-21,07:47:14,00148809522,00166132351,Nepal,Cash Withdrawal,NPR,Branch,0
TX9284,347175.83,2025-04-01,14:14:19,00590248792,00552403761,Nepal,Transfer,NPR,Branch,0
TX9285,927926.94,2024-10-11,12:08:18,00483158332,00359629542,Pakistan,Transfer,NPR,Branch,0
TX9286,563658.31,2025-03-17,08:50:10,00590174912,00543778981,China,Deposit,NPR,Online,0
TX9287,402156.68,2024-11-07,17:48:30,00396114302,00473298052,Nepal,Transfer,NPR,Branch,0
TX9288,442110.36,2025-03-29,00:45:27,00458543142,00111098862,China,Cash Withdrawal,NPR,Online,0
TX9289,568183.29,2025-04-30,01:13:44,00493371401,00114902602,Pakistan,Transfer,NPR,ATM,0
TX9290,27231.09,2025-01-14,18:21:09,00570950712,00382385051,Nepal,Cash Withdrawal,NPR,Branch,0
TX9291,697790.99,2024-10-14,09:34:22,00434932991,00126529272,USA,Cash Withdrawal,NPR,Branch,0
TX9292,323717.53,2025-03-30,19:38:05,00556376411,00555559261,Russia,Deposit,NPR,Online,0
TX9293,364091.84,2024-11-07,11:16:32,00525688401,00573791262,Nepal,Deposit,NPR,ATM,0
TX9294,909936.25,2024-08-30,02:31:19,00284259621,00585808381,Pakistan,Cash Withdrawal,NPR,ATM,0
TX9295,154023.41,2025-05-19,06:17:55,00536536951,00313680852,Nepal,Transfer,NPR,Branch,0
TX9296,876962.74,2025-07-07,06:35:20,00564971192,00533114431,China,Transfer,NPR,Online,0
TX9297,218199.53,2024-09-01,20:30:00,00259597882,00214285002,China,Transfer,NPR,Branch,0
TX9298,183469.03,2024-11-23,17:54:32,00186164162,00196886721,Nepal,Cash Withdrawal,NPR,Branch,0
TX9299,232151.41,2025-04-10,04:45:15,00399043861,00441345152,India,Cash Withdrawal,NPR,Branch,0
TX9300,235413.01,2025-01-10,21:18:18,00391524772,00336310721,Russia,Transfer,NPR,ATM,0
TX9301,361228.06,2024-08-22,13:11:40,00566132452,00252257532,Nepal,Cash Withdrawal,NPR,ATM,0
TX9302,649897.06,2024-11-29,14:53:56,00510262541,00261680482,Russia,Cash Withdrawal,NPR,Branch,0
TX9303,210961.99,2025-01-02,20:06:37,00580820702,00334765642,Nepal,Cash Withdrawal,NPR,Online,0
TX9304,535547.8,2024-08-04,15:31:27,00272169312,00150222311,India,Transfer,NPR,ATM,0
TX9305,721360.01,2025-04-10,04:59:29,00162587771,00538507041,Russia,Deposit,NPR,Online,0
TX9306,910262.48,2024-12-24,03:59:30,00326589562,00473647682,Pakistan,Deposit,NPR,Branch,0
TX9307,741044.6,2025-07-22,08:17:38,00273762801,00212759221,Nepal,Transfer,NPR,Branch,0
TX9308,48613.2,2024-12-13,15:43:31,00567630751,00513787091,Nepal,Deposit,NPR,Online,0
TX9309,366097.41,2025-05-18,19:17:40,00119650822,00296631821,Pakistan,Deposit,NPR,Branch,0
TX9310,787133.37,2025-06-02,19:43:55,00465681461,00358578371,Russia,Cash Withdrawal,NPR,Online,0
TX9311,66847.98,2025-04-15,00:15:59,00230777342,00212759221,Nepal,Transfer,NPR,Branch,0
TX9312,504552.16,2024-10-23,21:51:08,00522788561,00314849142,Nepal,Deposit,NPR,Branch,0
TX9313,114644.37,2024-11-28,05:15:56,00236687321,00359895542,Russia,Deposit,NPR,Online,0
TX9314,279789.74,2025-03-10,01:18:50,00373606822,00392844251,Pakistan,Cash Withdrawal,NPR,ATM,0
TX9315,343642.45,2025-01-09,02:34:27,00519543201,00161761302,Nepal,Cash Withdrawal,NPR,Branch,0
TX9316,805790.36,2025-06-28,03:35:36,00532524362,00420118162,Russia,Deposit,NPR,Online,0
TX9317,719391.61,2024-09-21,21:43:32,00420205261,00451112052,Nepal,Deposit,NPR,Online,0
TX9318,696563.35,2024-12-30,15:43:29,00237619301,00161143092,Nepal,Deposit,NPR,Online,0
TX9319,300427.96,2025-02-14,15:53:25,00559608182,00466804991,Nepal,Cash Withdrawal,NPR,Online,0
TX9320,983040.86,2025-04-02,01:55:39,00192022921,00170158712,Russia,Deposit,NPR,ATM,0
TX9321,338635.92,2025-07-06,22:56:55,00457088291,00279999672,Russia,Cash Withdrawal,NPR,Branch,0
TX9322,765422.28,2024-12-18,14:38:47,00419288291,00379278952,Nepal,Cash Withdrawal,NPR,Branch,0
TX9323,344849.86,2024-11-27,11:07:28,00170244752,00417785992,USA,Transfer,NPR,Online,0
TX9324,560549.37,2025-03-16,21:34:14,00458291042,00287250492,USA,Deposit,NPR,Online,0
TX9325,162532.71,2025-05-06,21:47:22,00292132761,00186494582,USA,Cash Withdrawal,NPR,ATM,0
TX9326,664363.12,2025-01-10,16:58:16,00234092992,00374260912,Pakistan,Deposit,NPR,Branch,0
TX9327,600939.86,2024-09-12,00:05:46,00585118201,00518905392,Nepal,Cash Withdrawal,NPR,Online,0
TX9328,806203.94,2024-08-27,22:55:13,00314626642,00125868481,USA,Cash Withdrawal,NPR,Online,0
TX9329,612368.21,2024-11-22,06:06:18,00246940111,00524730861,Nepal,Deposit,NPR,Online,0
TX9330,773490.64,2025-07-09,12:00:41,00159012612,00375518102,USA,Transfer,NPR,Branch,0
TX9331,959802.16,2024-11-02,07:43:31,00460312941,00148300312,Pakistan,Transfer,NPR,Branch,0
TX9332,538553.5,2025-05-24,09:56:01,00463529821,00125423112,Pakistan,Cash Withdrawal,NPR,Branch,0
TX9333,992680.34,2024-08-10,11:35:37,00174535782,00480474571,Russia,Deposit,NPR,Branch,0
TX9334,493489.4,2025-05-14,05:22:03,00567987381,00157733421,USA,Transfer,NPR,Branch,0
TX9335,884171.65,2025-03-26,20:29:17,00248276751,00173570711,Nepal,Cash Withdrawal,NPR,Branch,0
TX9336,88757.34,2025-04-09,22:03:56,00227305492,00132112911,Nepal,Deposit,NPR,Branch,0
TX9337,558607.56,2025-02-02,16:22:37,00356794912,00597098881,India,Transfer,NPR,Online,0
TX9338,993408.91,2025-02-10,00:44:04,00179984052,00235543122,China,Deposit,NPR,ATM,0
TX9339,424085.83,2024-12-04,03:47:51,00212213372,00121641582,Nepal,Cash Withdrawal,NPR,Online,0
TX9340,614681.1,2024-10-16,21:51:45,00196591682,00295468391,China,Deposit,NPR,Branch,0
TX9341,101287.49,2025-05-18,13:05:36,00116269912,00554122921,Nepal,Cash Withdrawal,NPR,ATM,0
TX9342,148471.11,2025-03-08,15:49:20,00171762891,00310628452,Russia,Cash Withdrawal,NPR,Online,0
TX9343,607888.0,2024-12-05,14:38:04,00283476291,00117698911,Pakistan,Deposit,NPR,ATM,0
TX9344,837373.71,2024-10-06,20:24:25,00437067251,00577150272,USA,Cash Withdrawal,NPR,ATM,0
TX9345,444391.34,2025-06-10,15:43:50,00422669522,00531920321,Nepal,Transfer,NPR,Online,0
TX9346,342471.56,2025-05-16,10:39:38,00354834681,00558220812,USA,Deposit,NPR,Branch,0
TX9347,713297.61,2025-01-06,15:02:11,00388803041,00546048982,USA,Deposit,NPR,Online,0
TX9348,141040.3,2025-02-09,09:21:34,00331761602,00467096922,Pakistan,Cash Withdrawal,NPR,ATM,0
TX9349,50923.8,2024-10-24,22:37:29,00489724231,00481939411,Nepal,Deposit,NPR,ATM,0
TX9350,52745.84,2024-11-04,23:11:36,00487978522,00599628962,Nepal,Deposit,NPR,Branch,0
TX9351,24161.07,2024-12-06,09:31:10,00334928841,00459011552,India,Transfer,NPR,ATM,0
TX9352,906783.7,2024-09-10,08:08:57,00183130862,00474974662,Russia,Cash Withdrawal,NPR,Online,0
TX9353,821554.66,2025-02-26,01:09:00,00344222371,00591723761,India,Cash Withdrawal,NPR,ATM,0
TX9354,602470.27,2025-03-11,10:17:35,00190444412,00587147732,India,Transfer,NPR,Online,0
TX9355,636107.47,2025-06-04,20:41:11,00341250302,00272856071,Nepal,Deposit,NPR,ATM,0
TX9356,305817.39,2024-09-05,06:04:06,00165829751,00259475201,Russia,Transfer,NPR,ATM,0
TX9357,61247.6,2025-07-15,12:05:32,00292148301,00462970732,Nepal,Deposit,NPR,ATM,0
TX9358,222985.75,2024-09-07,11:37:56,00414458092,00213456081,India,Deposit,NPR,Online,0
TX9359,555033.57,2024-11-11,00:21:29,00252874931,00148943401,India,Transfer,NPR,ATM,0
TX9360,907774.7,2024-10-02,04:10:32,00211624222,00514398631,Pakistan,Cash Withdrawal,NPR,Online,0
TX9361,180547.73,2025-02-09,19:47:14,00445369531,00277453962,USA,Cash Withdrawal,NPR,Online,0
TX9362,824560.19,2025-04-10,21:35:47,00423307871,00345353121,USA,Transfer,NPR,ATM,0
TX9363,227774.82,2025-03-06,04:54:16,00145696532,00131902651,Nepal,Cash Withdrawal,NPR,Branch,0
TX9364,24619.17,2025-03-14,04:05:13,00125855462,00270077022,Pakistan,Deposit,NPR,Branch,0
TX9365,305440.44,2025-04-03,22:45:52,00150242691,00591723761,Nepal,Deposit,NPR,Branch,0
TX9366,611509.3,2025-05-09,02:40:59,00579781681,00213605761,Nepal,Cash Withdrawal,NPR,ATM,0
TX9367,970429.97,2025-04-15,16:12:56,00347615642,00196507501,Russia,Deposit,NPR,Branch,0
